Vin,Make_Type,Reg_Class,Body,Segment,Make,Model,Trim,Odometer,sprice,Year,BuyHere,Seller,seller_address,Seller_City,Seller_State,Seller_Zip,Pump,Owner_City,Owner_State,Owner_Zip,Newused,data_yrmon,state_data,LienHolder,Fleet,fuel_type_txt,Lease,Alternative_Fuel,DealerType,Type,countynum,county_name
1FMSK7DH5LGA76865,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Explorer,XLT,45790,38194,2020,,Stanley Ford McGregor,1280 E Mcgregor Dr,McGregor,TX,76657,P106897,Mcgregor,TX,76657,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Franchise,,McLennan
1FMCU0F72JUC62419,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Ford,Escape,S,97030,19196,2018,,Stanley Ford McGregor,1280 E Mcgregor Dr,McGregor,TX,76657,P106897,Mcgregor,TX,76657,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1FTFW1E82MFB09270,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XL,16475,69449,2021,,Stanley Ford McGregor,1280 E Mcgregor Dr,McGregor,TX,76657,P106897,Mcgregor,TX,76657,Used,202201,TX,EDUCATORS CU,,,,Gas,Local Dealer,Franchise,,McLennan
JF1VA1B69G9833298,Import,Car,4D,SPORTY,Subaru,WRX,Base,105702,17000,2016,,Luxury Auto Works,8300 N Lamar Blvd,Austin,TX,,P118480,Mcgregor,TX,76657,Used,202201,TX,FIRST NATIONAL BANK WOODSBORO,,,,Gas,Pump-In Dealer,Independent,,McLennan
1FTSW30F42EC05520,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-350 Super Duty,Lariat,EXEMPT,8113,2002,,Tobys Autos,2925 Franklin Ave,Waco,TX,76710,P56393,Mcgregor,TX,76657,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
ML32A3HJ6HH020936,Import,Car,4D,COMPACT,Mitsubishi,Mirage,ES,96012,8788,2017,,Action Motors,804 E Veterans Memorial Blvd,Killeen,TX,76541,P119137,Mcgregor,TX,76657,Used,202201,TX,UNITED AUTO CREDIT CO,,,,Gas,Pump-In Dealer,Independent,,McLennan
JTEBU5JR6G5290020,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Toyota,4Runner,SR5,71510,37900,2016,,Mark Holcomb Auto Group,5801 Bosque Blvd,Waco,TX,76710,P52620,Mcgregor,TX,76657,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Independent,,McLennan
1FMJU1HT7FEF44600,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Expedition,XLT,60110,26420,2015,,Mark Holcomb Auto Group,5801 Bosque Blvd,Waco,TX,76710,P52620,Mcgregor,TX,76657,Used,202201,TX,GENCO CU,,,,Gas,Local Dealer,Independent,,McLennan
1G1YY32G635102507,Domestic,Car,CP,SUBCOMPACT,Chevrolet,Corvette,Base,EXEMPT,18751,2003,,Corvette Warehouse,2158 W Northwest Hwy,Dallas,TX,75229,P45029,Mcgregor,TX,76657,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
4T1BE46K19U893355,Import,Car,4D,MID-SIZED,Toyota,Camry,Base,EXEMPT,7995,2009,,Northcrest Auto,120 New Dallas Hwy,Waco,TX,76705,P121248,Mcgregor,TX,76657,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1GYS3KEF7DR227853,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Cadillac,Escalade ESV,Platinum Edition,157684,20910,2013,,Woodway Car Center,9900 Woodway Dr,Woodway,TX,76712,P154752,Mcgregor,TX,76657,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1FMHK8F83CGA16919,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Explorer,Limited,146333,0,2012,,One World Cars,11553 Chairman Dr,Dallas,TX,75201,P126266,Mcgregor,TX,76657,Used,202201,TX,Unidentified Lienholder,,,,Gas,Pump-In Dealer,Independent,,McLennan
3B7KF23651G209394,Domestic,Truck,PU,FULL-SIZED PICKUP,Dodge,Ram 2500,SLT,EXEMPT,9000,2001,,TA Auto Brokers,401 S. Forest Crest,Garland,TX,75042,P121438,Mcgregor,TX,76657,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
3GCEC23J09G265149,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT,EXEMPT,0,2009,Yes,Miguels Auto Sales,6519 Golinda Dr,Lorena,TX,76707,P53445,Mcgregor,TX,76657,Used,202201,TX,MIGUELS AUTO SALES,,,,Gas,Local Dealer,Independent,,McLennan
SAJAD4FX7JCP32342,Import,Car,4D,LUXURY,Jaguar,XE,25t Premium,42931,0,2018,Yes,Interstate Motors,17794 S Interstate 35,Bruceville,TX,76630,P154025,Mcgregor,TX,76657,Used,202201,TX,INTERSTATE MOTORS,,,,Gas,Local Dealer,Independent,,McLennan
1FTFW1E55MFA37728,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XL,15763,68137,2021,,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76701,P10554,Mcgregor,TX,76657,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
KNAFE121285019409,Import,Car,4D,COMPACT,Kia,Spectra,LX,EXEMPT,0,2008,,Koties Cars,2325 Franklin Ave,Waco,TX,76701,P111480,Mcgregor,TX,76657,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
5FNRL5H94BB047972,Import,Car,VN,MINIVAN,Honda,Odyssey,Touring,211773,0,2011,Yes,DNE Auto Sales,3105 Franklin Ave,Waco,TX,76710,P108965,Mcgregor,TX,76657,Used,202201,TX,DNE AUTO SALES,,,,Gas,Local Dealer,Independent,,McLennan
JN8AF5MR8ET361141,Import,Car,SW,SMALL SPORT UTILITY,Nissan,JUKE,S,145948,6800,2014,,Mike Mcgee Motors,3001 Franklin Ave,Waco,TX,76710,P31766,Mcgregor,TX,76657,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
2C4RDGCG9KR632551,Domestic,Car,VN,MINIVAN,Dodge,Grand Caravan,SXT,59480,0,2019,,MobilityWorks,2700 Franklin Ave,Waco,TX,76710,P130444M,Mcgregor,TX,76657,Used,202201,TX,FIRST NATIONAL BANK WOODSBORO,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1HGCV1F12LA130138,Import,Car,4D,LARGE,Honda,Accord,LX,36852,26494,2020,,Spur Chrysler Dodge Jeep RAM,106 South Highway 36,Gatesville,TX,76528,P49638,Hewitt,TX,76643,Used,202201,TX,CHRYSLER CAPITAL,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GC4K1C89BF142138,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Chevrolet,Silverado 3500HD,LTZ,187999,32910,2011,,Premier Pickups,1912 Old Denton Rd,Carrollton,TX,75006,P152785,Hewitt,TX,76643,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
JN1CV6EKXEM111282,Import,Car,CP,LUXURY,INFINITI,Q60 Coupe,Journey,62489,20296,2014,,Apple Sales & Leasing,11320 Ranch Rd 2222,Austin,TX,78730,P155232,Hewitt,TX,76643,Used,202201,TX,Unidentified Lienholder,,,,Gas,Pump-In Dealer,Independent,,McLennan
1FMCU0D77CKC00998,Domestic,Truck,UT,SMALL SPORT UTILITY,Ford,Escape,XLT,123011,8999,2012,,Woodway Car Center,9900 Woodway Dr,Woodway,TX,76712,P154752,Hewitt,TX,76643,Used,202201,TX,EDUCATORS CU,,,,Gas,Local Dealer,Independent,,McLennan
1V2NR2CA6KC508484,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Volkswagen,Atlas,V6 SEL Premium 4Motion,60185,48427,2019,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Hewitt,TX,76643,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
3FAHP0HG6CR329621,Domestic,Car,4D,MID-SIZED,Ford,Fusion,SE,167928,0,2012,,Kings Auto,1326 Franklin Ave,Waco,TX,76701,P161029,Hewitt,TX,76643,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
4JGDA5JB3FA572898,Import,Truck,UT,COMPACT SPORT-UTILITY,Mercedes-Benz,M-Class,ML 350,91959,22995,2015,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Hewitt,TX,76643,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Local Dealer,Franchise,,McLennan
3GCPWDED6MG310381,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,RST,4878,49980,2021,,Unidentified Seller,,,,,,Hewitt,TX,76643,Used,202201,TX,Ally Financial,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5YJ3E1EA6JF017555,Domestic,Car,4D,SPORTY,Tesla,Model 3,Standard,47500,0,2018,,Unidentified Seller,,,,,,Hewitt,TX,76643,Used,202201,TX,,,,,EV,Pump-In Dealer,Franchise,,McLennan
1GNERGKW3LJ131855,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Traverse,LT Cloth,24504,37998,2020,,CarMax Austin,13300 N Interstate Hwy 35,Austin,TX,78753,P52241,West,TX,76691,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Pump-In Dealer,Independent,,McLennan
JTHGZ5BC3L5022895,Import,Car,CP,SPORTY,Lexus,RC 350,F SPORT,15947,49990,2020,,Carvana Dallas,1123 Cantrell Sansom Rd,Blue Mound,TX,76131,P129047,West,TX,76691,Used,202201,TX,CARVANA,,,,Gas,Pump-In Dealer,Independent,,McLennan
5XYKTCA68FG637970,Import,Truck,UT,COMPACT SPORT-UTILITY,Kia,Sorento,LX,53396,18997,2015,,Carvana Dallas,1123 Cantrell Sansom Rd,Blue Mound,TX,76131,P129047,West,TX,76691,Used,202201,TX,CARVANA,,,,Gas,Pump-In Dealer,Independent,,McLennan
3GCUKREC0JG322458,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT,66174,38000,2018,,Five Star Ford of North Richland Hills,6618 Ne Loop 820,North Richland Hills,TX,76180,P33064,West,TX,76691,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3C63RRJL7KG715489,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ram,3500,Laramie,108273,67684,2019,,Emmons Autoplex,1423 FM 528 Rd,Webster,TX,77598,P146540,West,TX,76691,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Pump-In Dealer,Independent,,McLennan
3FA6P0H79GR224648,Domestic,Car,4D,MID-SIZED,Ford,Fusion,SE,72553,0,2016,,DriveTime Arlington,821 E Division St,Arlington,TX,76000,P113014,West,TX,76691,Used,202201,TX,Bridgecrest Acceptance,,,,Gas,Pump-In Dealer,Independent,,McLennan
1C4HJXFG4JW236727,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Wrangler Unlimited,Rubicon,39120,53590,2018,,Mike Shaw Toyota,3232 US Highway 77,Robstown,TX,78380,P104816,West,TX,76691,Used,202201,TX,TOYOTA MOTOR CREDIT CO,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1VWSA7A38LC023971,Import,Car,4D,MID-SIZED,Volkswagen,Passat,SE,13932,32988,2020,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,West,TX,76691,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
3C6UR5HJ7LG253065,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ram,2500,Tradesman,25286,58995,2020,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,West,TX,76691,Used,202201,TX,FIFTH THIRD BANK,,,,Gas,Local Dealer,Franchise,,McLennan
5XXGT4L33KG288116,Import,Car,4D,LARGE,Kia,Optima,LX,52604,26175,2019,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,West,TX,76691,Used,202201,TX,A PLUS CU,,,,Gas,Local Dealer,Franchise,,McLennan
1FTEW1EG7JFC83110,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,King Ranch,31013,51984,2018,,Shottenkirk Toyota Granbury,5100 E Highway 377,Granbury,TX,76049,P152522,West,TX,76691,Used,202201,TX,TOYOTA MOTOR CREDIT CO,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GKS1DKL8MR127153,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,GMC,Yukon,Denali,22360,84775,2021,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,West,TX,76691,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Franchise,,McLennan
2GCRCPEC5K1113699,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500 LD,LT,24518,42933,2019,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,West,TX,76691,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
1C6RR7GT2HS818360,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Big Horn,74437,31751,2017,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,West,TX,76691,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Local Dealer,Franchise,,McLennan
1G1BC5SM9J7135301,Domestic,Car,4D,COMPACT,Chevrolet,Cruze,LS Auto,67191,18937,2018,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,West,TX,76691,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Local Dealer,Franchise,,McLennan
3GCPWCED3MG394931,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT,8923,50106,2021,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,West,TX,76691,Used,202201,TX,PENTAGON CU,,,,Gas,Local Dealer,Franchise,,McLennan
1G1FZ6S04L4118705,Domestic,Car,4D,MID-SIZED,Chevrolet,Bolt EV,Premier,3075,32960,2020,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,West,TX,76691,Used,202201,TX,GM FINANCIAL,,,,EV,Local Dealer,Franchise,,McLennan
3GCEK13M37G528643,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,Work Truck,EXEMPT,11500,2007,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,West,TX,76691,Used,202201,TX,CREDIT ACCEPTANCE CO,,,,Gas,Local Dealer,Franchise,,McLennan
JTEZU5JR2K5193839,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Toyota,4Runner,SR5,33978,25868,2019,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,West,TX,76691,Used,202201,TX,US BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1FTEW1E57LKD68120,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XL,21309,43971,2020,,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76701,P10554,West,TX,76691,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1GKS1GKC4JR334765,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,GMC,Yukon XL,SLT,121890,38460,2018,,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76701,P10554,West,TX,76691,Used,202201,TX,POINTWEST BANK,,,,Gas,Local Dealer,Franchise,,McLennan
3C4NJDDB8LT208009,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Compass,Trailhawk,46984,25599,2020,,Avis Car Sales Irving,1600 E Airport Fwy,Irving,TX,75062,P159805,West,TX,76691,Used,202201,TX,WESTLAKE FINANCIAL,,,,Gas,Pump-In Dealer,Independent,,McLennan
1FTFW1CT5EKD31768,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,FX2,116227,25020,2014,,Shottenkirk Hyundai Granbury,4960 E US Hwy 377,Granbury,TX,76049,P164024,West,TX,76691,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1N6AA1E52KN526600,Import,Truck,PU,FULL-SIZED PICKUP,Nissan,Titan,S,28120,45995,2019,,Douglass Nissan of Waco,5605 Legend Lake Pkwy,Waco,TX,76710,P133327,West,TX,76691,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Franchise,,McLennan
1N4AL3APXJC270657,Import,Car,4D,MID-SIZED,Nissan,Altima,2.5 S,51898,21880,2018,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,West,TX,76691,Used,202201,TX,REGIONAL ACCEPTANCE CO,,,,Gas,Local Dealer,Franchise,,McLennan
3FADP4AJ7JM146542,Domestic,Car,4D,SUBCOMPACT,Ford,Fiesta,S,29256,14775,2018,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,West,TX,76691,Used,202201,TX,US BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1FM5K8GC7LGB63590,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Explorer,ST,14187,53639,2020,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,West,TX,76691,Used,202201,TX,USAA FEDERAL SAVINGS BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1G2ZH36N294154143,Domestic,Car,CV,SUBCOMPACT,Pontiac,G6,GT,EXEMPT,7775,2009,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,West,TX,76691,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1FMCU0GDXJUB72360,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Ford,Escape,SE,52059,22276,2018,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,West,TX,76691,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1FM5K8GT5KGB20882,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Explorer,Sport,35922,42445,2019,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,West,TX,76691,Used,202201,TX,US BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1FTER4FH9KLA55208,Domestic,Truck,PU,COMPACT PICKUP,Ford,Ranger,XL,2446,38327,2019,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,West,TX,76691,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
JHMFC1F73KX008615,Import,Car,4D,MID-SIZED,Honda,Civic,EX-L,22432,24990,2019,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,West,TX,76691,Used,202201,TX,FORD MOTOR CREDIT CO,,,,Gas,Local Dealer,Franchise,,McLennan
1FTFW1EV2AFD32832,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XL,EXEMPT,17869,2010,,Ennis Ford,900 N Interstate Highway 45,Ennis,TX,75119,P39314,West,TX,76691,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GNSKKE74CR174455,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Suburban,LTZ,160734,23975,2012,,Thornhill Motors,3404 Fort Worth Hwy,Weatherford,TX,76087,P159480,West,TX,76691,Used,202201,TX,GENCO CU,,,,Gas,Pump-In Dealer,Independent,,McLennan
1VWSA7A31LC008292,Import,Car,4D,MID-SIZED,Volkswagen,Passat,SE,34934,22980,2020,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Mart,TX,76664,Used,202201,TX,FIRST CENTRAL CU,,,,Gas,Local Dealer,Franchise,,McLennan
1GC1KXEY3JF262440,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Chevrolet,Silverado 2500HD,High Country,46874,63927,2018,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Mart,TX,76664,Used,202201,TX,EDUCATORS CU,,,,Gas,Local Dealer,Franchise,,McLennan
1FTMF1CB6KKF14414,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XL,20230,30325,2019,,Stanley Ford McGregor,1280 E Mcgregor Dr,McGregor,TX,76657,P106897,Mart,TX,76664,Used,202201,TX,EDUCATORS CU,,,,Gas,Local Dealer,Franchise,,McLennan
3C6TD4HT3CG190696,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,2500,SXT,165051,15000,2012,,Tobys Autos,2925 Franklin Ave,Waco,TX,76710,P56393,Mart,TX,76664,Used,202201,TX,A PLUS CU,,,,Gas,Local Dealer,Independent,,McLennan
2GCEC19W3T1232644,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,C/K 1500 Series,C1500 Cheyenne,EXEMPT,800,1996,Yes,Tobys Autos,2925 Franklin Ave,Waco,TX,76710,P56393,Mart,TX,76664,Used,202201,TX,TOBYS AUTOS,,,,Gas,Local Dealer,Independent,,McLennan
1GCHC24U07E101457,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Chevrolet,Silverado 2500HD Classic,Work Truck,EXEMPT,6200,2007,,Kars Plus,9124 GHOLSON RD,Waco,TX,76705,P117094,Mart,TX,76664,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1G1JC5SH6C4202987,Domestic,Car,4D,COMPACT,Chevrolet,Sonic,LT,98343,9379,2012,,Big Rabbits Autos,4405 Bellmead Dr,Waco,TX,76705,P159567,Mart,TX,76664,Used,202201,TX,CREDIT ACCEPTANCE CO,,,,Gas,Local Dealer,Independent,,McLennan
1GCGSCEA2J1226015,Domestic,Truck,PU,COMPACT PICKUP,Chevrolet,Colorado,LT,25156,24500,2018,,Unidentified Seller,,,,,,Mart,TX,76664,Used,202201,TX,Ally Financial,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FTSX21P45EC31232,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ford,F-250 Super Duty,XL,EXEMPT,6372,2005,,Herring Auto Sales,3009 Franklin Ave,Waco,TX,76701,P114732,Mart,TX,76664,Used,202201,TX,LINKAGE CU,,,,Gas,Local Dealer,Independent,,McLennan
3GNEC120X7G259477,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Avalanche,LS 1500,EXEMPT,11750,2007,,Harberts Auto Sales,1216 New Dallas Hwy,Waco,TX,76705,P111960,Mart,TX,76664,Used,202201,TX,WESTLAKE FINANCIAL,,,,Gas,Local Dealer,Independent,,McLennan
3C6RR7LT1JG198684,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Big Horn,42758,34121,2018,,Friendly Chevrolet,2754 N Stemmons Fwy,Dallas,TX,75209,P9122,Waco,TX,76704,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GKS1EEF2DR310947,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,GMC,Yukon,Denali,102819,23000,2013,,All American Chevrolet of Killeen,1802 E Cntrl Tx Exprwy,Killeen,TX,76543,P118411,Waco,TX,76704,Used,202201,TX,DRIVEWAY FINANCE,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5FNYF5H59HB030593,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Honda,Pilot,EX-L,44293,28519,2017,,David McDavid Honda of Frisco,1601 N Dallas Pkwy,Frisco,TX,75034,P103033,Waco,TX,76704,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Pump-In Dealer,Franchise,,McLennan
2GNALBEK6D1108061,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Chevrolet,Equinox,LS,80494,0,2013,,DriveTime Temple,3301 S General Bruce Dr,Temple,TX,76505,P147567,Waco,TX,76704,Used,202201,TX,Bridgecrest Acceptance,,,,Gas,Pump-In Dealer,Independent,,McLennan
1FUJA6AV14LN21269,Domestic,Truck,HT,MEDIUM & HEAVY TRUCK,Freightliner,Columbia 120,,EXEMPT,0,2004,,Ritchie Bros Auction,6050 Azle Ave,Lake Worth,TX,76135,P42212,Waco,TX,76704,Used,202201,TX,,Y,,,Gas,Pump-In Dealer,Independent,,McLennan
5XXGT4L33JG230733,Import,Car,4D,LARGE,Kia,Optima,LX,62545,26846,2018,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Waco,TX,76704,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
3FA6P0HD0KR169974,Domestic,Car,4D,MID-SIZED,Ford,Fusion,SE,51936,28680,2019,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Waco,TX,76704,Used,202201,TX,PENTAGON CU,,,,Gas,Local Dealer,Franchise,,McLennan
5TFEM5F17JX131586,Import,Truck,PU,FULL-SIZED PICKUP,Toyota,Tundra,SR5,41579,40500,2018,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Waco,TX,76704,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Franchise,,McLennan
1C6RR6FG6JS299091,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Express,79921,27860,2018,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76704,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Local Dealer,Franchise,,McLennan
1GCPWCED1MZ363001,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT,4664,48823,2021,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76704,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
KNMAT2MV8HP547100,Import,Car,SW,COMPACT SPORT-UTILITY,Nissan,Rogue,S,70351,21800,2017,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76704,Used,202201,TX,FLAGSHIP CREDIT,,,,Gas,Local Dealer,Franchise,,McLennan
JTNB11HK9J3018302,Import,Car,4D,MID-SIZED,Toyota,Camry,LE,64270,22897,2018,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76704,Used,202201,TX,A PLUS CU,,,,Gas,Local Dealer,Franchise,,McLennan
1GCGSBEA7J1144825,Domestic,Truck,PU,COMPACT PICKUP,Chevrolet,Colorado,Work Truck,41340,29977,2018,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76704,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Local Dealer,Franchise,,McLennan
1GNKRGKD0HJ111782,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Traverse,LT,67770,27751,2017,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76704,Used,202201,TX,FLAGSHIP CREDIT,,,,Gas,Local Dealer,Franchise,,McLennan
5XYKTDA22DG316037,Import,Truck,UT,COMPACT SPORT-UTILITY,Kia,Sorento,LX,120962,15595,2013,,Public Auto Group Waco TX,3301 Franklin Ave,Waco,TX,76710,P125877,Waco,TX,76704,Used,202201,TX,PUBLIC AUTOMOTIVE GROUP,,,,Gas,Local Dealer,Independent,,McLennan
1G4PS5SK4C4185215,Domestic,Car,4D,COMPACT,Buick,Verano,Leather Group,126579,13995,2012,,Public Auto Group Waco TX,3301 Franklin Ave,Waco,TX,76710,P125877,Waco,TX,76704,Used,202201,TX,PUBLIC AUTOMOTIVE GROUP,,,,Gas,Local Dealer,Independent,,McLennan
